C-SDB_TIT-0,C-W96-0,C-SDB_BBTR-0,F-ANK,F-UEB
199806,W96-9,81,17417,36031
199806,W96-9,60,118,571
199807,W96-9,1,191866,464133
199807,W96-9,2,68828,171438
199807,W96-9,3,31061,76274
199807,W96-9,4,126,531
199807,W96-9,70,11623,27820
199807,W96-9,81,18868,37923
199807,W96-9,60,86,529
199808,W96-9,1,208711,540664
199808,W96-9,2,81690,211337
199808,W96-9,3,38946,95065
199808,W96-9,4,235,799
199808,W96-9,70,18834,46666
199808,W96-9,81,17808,37814
199808,W96-9,60,88,637
199809,W96-9,1,211941,519512
199809,W96-9,2,74419,193950
199809,W96-9,3,32694,83141
199809,W96-9,4,148,633
199809,W96-9,70,4349,10848
199809,W96-9,81,13625,31201
199809,W96-9,60,70,559
199810,W96-9,1,192478,460533
199810,W96-9,2,60328,153877
199810,W96-9,3,20499,52100
199810,W96-9,4,153,588
199810,W96-9,70,1831,3996
199810,W96-9,81,13925,31629
199810,W96-9,60,50,529
199811,W96-9,1,154811,350965
199811,W96-9,2,45705,107891
199811,W96-9,3,12594,33409
199811,W96-9,4,109,335
199811,W96-9,70,243,725
199811,W96-9,81,9009,20913
199811,W96-9,60,23,163
199812,W96-9,1,156663,379938
199812,W96-9,2,46692,113272
199812,W96-9,3,13147,33041
199812,W96-9,4,131,382
199812,W96-9,70,434,1061
199812,W96-9,81,9398,20195
199812,W96-9,60,35,389
199901,W96-9,1,98489,242479
199901,W96-9,2,28898,76027
199901,W96-9,3,8829,24983
199901,W96-9,4,120,367
199901,W96-9,70,664,2539
199901,W96-9,81,6787,14234
199901,W96-9,60,21,178
199902,W96-9,1,100338,226660
199902,W96-9,2,30468,72203
199902,W96-9,3,8577,22872
199902,W96-9,4,110,365
199902,W96-9,81,6980,15524
199902,W96-9,60,26,290
199903,W96-9,1,149747,369678
199903,W96-9,2,48049,125734
199903,W96-9,3,13276,37647
199903,W96-9,4,123,391
199903,W96-9,70,287,698
199903,W96-9,81,11536,28789
199903,W96-9,60,54,248
199904,W96-9,1,160299,377861
199904,W96-9,2,50061,127504
199904,W96-9,3,17470,43868
199904,W96-9,4,166,396
199904,W96-9,70,1513,4871
199904,W96-9,81,13040,30113
199904,W96-9,60,83,502
199905,W96-9,1,202168,493420
199905,W96-9,2,62170,162197
199905,W96-9,3,21377,55676
199905,W96-9,4,49,134
199905,W96-9,70,3205,8658
199905,W96-9,81,13987,34198
199905,W96-9,60,154,1013
199906,W96-9,1,197138,458784
199906,W96-9,2,56392,139999
199906,W96-9,3,20526,49978
199906,W96-9,4,107,439
199906,W96-9,70,4488,11239
199906,W96-9,81,15402,35859
199906,W96-9,60,281,729
199907,W96-9,1,184427,435589
199907,W96-9,2,61401,155646
199907,W96-9,3,28771,73917
199907,W96-9,4,85,202
199907,W96-9,70,10542,24255
199907,W96-9,81,20587,40531
199907,W96-9,60,156,690
199908,W96-9,1,221225,547679
199908,W96-9,2,72981,185098
199908,W96-9,3,36603,89688
199908,W96-9,4,170,434
199908,W96-9,70,18666,47005
199908,W96-9,81,19088,38368
199908,W96-9,60,149,609
199909,W96-9,1,219855,516786
199909,W96-9,2,74433,189440
199909,W96-9,3,28961,74870
199909,W96-9,4,24,51
199909,W96-9,70,4370,10642
199909,W96-9,81,13556,34207
199909,W96-9,60,127,709
199910,W96-9,1,205808,485762
199910,W96-9,2,63042,159192
199910,W96-9,3,17455,44520
199910,W96-9,4,103,337
199910,W96-9,70,1524,4116
199910,W96-9,81,13365,32356
199910,W96-9,60,188,875
199911,W96-9,1,167615,364310
199911,W96-9,2,46100,109016
199911,W96-9,3,11176,28075
199911,W96-9,4,122,430
199911,W96-9,70,329,907
199911,W96-9,81,8785,19013
199911,W96-9,60,59,555
199912,W96-9,1,160694,378589
199912,W96-9,2,46222,110269
199912,W96-9,3,11358,28117
199912,W96-9,4,98,349
199912,W96-9,70,304,848
199912,W96-9,81,8714,17641
199912,W96-9,60,57,321
200001,W96-9,1,103638,250631
200001,W96-9,2,29307,73362
200001,W96-9,3,7931,21028
200001,W96-9,4,137,387
200001,W96-9,70,737,2567
200001,W96-9,81,7345,14152
200001,W96-9,60,42,468
200002,W96-9,1,101767,226725
200002,W96-9,2,30090,71300
200002,W96-9,3,8597,22224
200002,W96-9,4,111,273
200002,W96-9,81,6075,13543
200002,W96-9,60,42,248
200003,W96-9,1,159411,378505
200003,W96-9,2,47404,119589
200003,W96-9,3,11587,30421
200003,W96-9,4,150,434
200003,W96-9,70,159,408
200003,W96-9,81,10055,23434
200003,W96-9,60,73,421
200004,W96-9,1,177107,431903
200004,W96-9,2,58922,153348
200004,W96-9,3,17357,45766
200004,W96-9,4,147,428
200004,W96-9,70,2668,6647
200004,W96-9,81,15326,34548
200004,W96-9,60,136,691
200005,W96-9,1,216394,495565
200005,W96-9,2,62905,159434
200005,W96-9,3,17827,45319
200005,W96-9,4,123,302
200005,W96-9,70,3337,8866
200005,W96-9,81,14502,34141
200005,W96-9,60,144,635
200006,W96-9,1,224750,501821
200006,W96-9,2,61180,154075
200006,W96-9,3,19324,45770
200006,W96-9,4,170,466
200006,W96-9,70,4477,11931
200006,W96-9,81,16265,36095
200006,W96-9,60,141,859
200007,W96-9,1,214346,483490
200007,W96-9,2,64861,158846
200007,W96-9,3,26277,63116
200007,W96-9,4,114,427
200007,W96-9,70,9868,21192
200007,W96-9,81,17688,36614
200007,W96-9,60,172,962
200008,W96-9,1,230138,561779
200008,W96-9,2,77208,189870
200008,W96-9,3,30268,71843
200008,W96-9,4,158,559
200008,W96-9,70,15629,36247
200008,W96-9,81,16494,33264
200008,W96-9,60,173,915
200009,W96-9,1,228491,519975
200009,W96-9,2,74220,185569
200009,W96-9,3,25993,67813
200009,W96-9,4,132,598
200009,W96-9,70,4243,9919
200009,W96-9,81,14598,31964
200009,W96-9,60,108,543
200010,W96-9,1,194463,451343
200010,W96-9,2,57868,144779
200010,W96-9,3,16571,44986
200010,W96-9,4,78,382
200010,W96-9,70,1106,2870
200010,W96-9,81,13248,32125
200010,W96-9,60,115,659
200011,W96-9,1,166520,354592
200011,W96-9,2,46004,106253
200011,W96-9,3,11831,31299
200011,W96-9,4,42,235
200011,W96-9,70,274,958
200011,W96-9,81,9545,20667
200011,W96-9,60,43,243
200012,W96-9,1,181529,434856
200012,W96-9,2,52389,125037
200012,W96-9,3,14560,35180
200012,W96-9,4,85,337
200012,W96-9,70,434,1230
200012,W96-9,81,9864,21444
200012,W96-9,60,111,621
200101,W96-9,1,111688,254593
200101,W96-9,2,30131,75856
200101,W96-9,3,9289,25002
200101,W96-9,4,135,384
200101,W96-9,70,280,1471
200101,W96-9,81,7928,17652
200101,W96-9,60,21,239
200102,W96-9,1,106360,235217
200102,W96-9,2,30577,71436
200102,W96-9,3,9284,22348
200102,W96-9,4,57,151
200102,W96-9,81,6294,13489
200102,W96-9,60,40,243
200103,W96-9,1,170533,398219
200103,W96-9,2,47090,117903
200103,W96-9,3,12799,31543
200103,W96-9,4,63,196
200103,W96-9,70,129,382
200103,W96-9,81,11218,26331
200103,W96-9,60,43,246
200104,W96-9,1,181562,432345
200104,W96-9,2,59966,151486
200104,W96-9,3,17346,44921
200104,W96-9,4,101,312
200104,W96-9,70,2190,6022
200104,W96-9,81,14328,32192
200104,W96-9,60,159,667
200105,W96-9,1,216203,501494
200105,W96-9,2,66322,170781
200105,W96-9,3,17428,43168
200105,W96-9,4,102,320
200105,W96-9,70,2464,6563
200105,W96-9,81,17504,38204
200105,W96-9,60,102,385
200106,W96-9,1,216698,499486
200106,W96-9,2,69275,167567
200106,W96-9,3,17459,41356
200106,W96-9,4,56,148
200106,W96-9,70,4503,10896
200106,W96-9,81,18226,39652
200106,W96-9,60,106,396
200107,W96-9,1,211652,484159
200107,W96-9,2,67101,164656
200107,W96-9,3,23236,56704
200107,W96-9,4,156,507
200107,W96-9,70,10778,23977
200107,W96-9,81,20413,40444
200107,W96-9,60,182,811
200108,W96-9,1,228236,547945
200108,W96-9,2,83775,213627
200108,W96-9,3,26656,65060
200108,W96-9,4,103,418
200108,W96-9,70,17342,41506
200108,W96-9,81,18811,38282
200108,W96-9,60,152,817
200109,W96-9,1,210489,485972
200109,W96-9,2,73448,187938
200109,W96-9,3,20809,54376
200109,W96-9,4,89,317
200109,W96-9,70,3288,7446
200109,W96-9,81,13501,34679
200109,W96-9,60,147,644
200110,W96-9,1,179349,414621
200110,W96-9,2,59749,146818
200110,W96-9,3,14137,36828
200110,W96-9,4,100,353
200110,W96-9,70,1540,3376
200110,W96-9,81,15151,34643
200110,W96-9,60,103,484
200111,W96-9,1,156226,342731
200111,W96-9,2,48784,113860
200111,W96-9,3,10431,26556
200111,W96-9,4,75,351
200111,W96-9,70,942,1496
200111,W96-9,81,10785,24798
200111,W96-9,60,42,194
200112,W96-9,1,172751,416939
200112,W96-9,2,50637,122789
200112,W96-9,3,10367,26141
200112,W96-9,4,75,338
200112,W96-9,70,1612,2558
200112,W96-9,81,10513,23602
200112,W96-9,60,134,560
200201,W96-9,1,104136,241247
200201,W96-9,2,31814,76930
200201,W96-9,3,6495,16931
200201,W96-9,4,78,703
200201,W96-9,70,677,1677
200201,W96-9,81,7386,15029
200201,W96-9,60,94,442
200202,W96-9,1,115922,249576
200202,W96-9,2,35809,81792
200202,W96-9,3,7120,17584
200202,W96-9,4,93,373
200202,W96-9,81,8602,19953
200202,W96-9,60,35,118
200203,W96-9,1,167533,410819
200203,W96-9,2,54395,141493
200203,W96-9,3,11564,29926
200203,W96-9,4,83,356
200203,W96-9,70,3067,6298
200203,W96-9,81,16106,37182
200203,W96-9,60,87,379
200204,W96-9,1,171924,402790
200204,W96-9,2,61047,149002
200204,W96-9,3,14268,36206
200204,W96-9,4,29,127
200204,W96-9,70,1750,4170
200204,W96-9,81,16282,37989
200204,W96-9,60,140,534
200205,W96-9,1,211505,497468
200205,W96-9,2,69998,175887
200205,W96-9,3,18342,45195
200205,W96-9,4,149,545
200205,W96-9,70,4244,10407
200205,W96-9,81,19365,44499
200205,W96-9,60,191,700
200206,W96-9,1,211404,468903
200206,W96-9,2,57823,142190
200206,W96-9,3,18610,46069
200206,W96-9,4,24,82
200206,W96-9,70,4402,10305
200206,W96-9,81,15839,36689
200206,W96-9,60,118,368
200207,W96-9,1,194306,465575
200207,W96-9,2,64944,165733
200207,W96-9,3,20168,54321
200207,W96-9,4,77,247
200207,W96-9,70,11278,26361
200207,W96-9,81,21205,42635
200207,W96-9,60,171,913
200208,W96-9,1,209731,516505
200208,W96-9,2,73768,182631
200208,W96-9,3,21788,55471
200208,W96-9,4,75,277
200208,W96-9,70,14655,34098
200208,W96-9,81,20640,40112
200208,W96-9,60,231,984
200209,W96-9,1,201163,457535
200209,W96-9,2,67268,168665
200209,W96-9,3,22061,58821
200209,W96-9,4,83,283
200209,W96-9,70,3842,8341
200209,W96-9,81,15141,35266
200209,W96-9,60,155,821
200210,W96-9,1,190802,443789
200210,W96-9,2,62503,155848
200210,W96-9,3,15916,41290
200210,W96-9,4,75,251
200210,W96-9,70,1281,2624
200210,W96-9,81,15823,38344
200210,W96-9,60,139,690
200211,W96-9,1,163953,360148
200211,W96-9,2,49136,114519
200211,W96-9,3,10176,24764
200211,W96-9,4,60,233
200211,W96-9,70,829,1197
200211,W96-9,81,11998,25452
200211,W96-9,60,114,725
200212,W96-9,1,185040,446248
200212,W96-9,2,55534,133740
200212,W96-9,3,10382,26017
200212,W96-9,4,114,456
200212,W96-9,70,2174,4020
200212,W96-9,81,12727,28306
200212,W96-9,60,158,737
200301,W96-9,1,106724,246944
200301,W96-9,2,34463,84988
200301,W96-9,3,7972,19568
200301,W96-9,4,87,382
200301,W96-9,70,915,1743
200301,W96-9,81,8300,18390
200301,W96-9,60,108,628
200302,W96-9,1,115324,252631
200302,W96-9,2,32616,79428
200302,W96-9,3,8650,20607
200302,W96-9,4,69,250
200302,W96-9,81,7923,18468
200302,W96-9,60,57,358
200303,W96-9,1,162629,388695
200303,W96-9,2,50812,128673
200303,W96-9,3,11727,29516
200303,W96-9,4,82,505
200303,W96-9,70,407,787
200303,W96-9,81,12737,30815
200303,W96-9,60,85,478
200304,W96-9,1,161619,381029
200304,W96-9,2,63442,164622
200304,W96-9,3,16862,43560
200304,W96-9,4,74,295
200304,W96-9,70,4585,10130
200304,W96-9,81,18983,45417
200304,W96-9,60,208,1045
200305,W96-9,1,195951,468002
200305,W96-9,2,71952,180250
200305,W96-9,3,18492,48941
200305,W96-9,4,78,260
200305,W96-9,70,4344,10806
200305,W96-9,81,17779,46103
200305,W96-9,60,252,1166
200306,W96-9,1,190568,420861
200306,W96-9,2,64926,160450
200306,W96-9,3,16537,41259
200306,W96-9,4,119,428
200306,W96-9,70,6980,16057
200306,W96-9,81,19477,46445
200306,W96-9,60,272,1271
200307,W96-9,1,192155,439390
200307,W96-9,2,66334,166841
200307,W96-9,3,19611,52758
200307,W96-9,4,117,382
200307,W96-9,70,11998,29403
200307,W96-9,81,21733,46087
200307,W96-9,60,226,1233
200308,W96-9,1,223450,544291
200308,W96-9,2,78220,199100
200308,W96-9,3,25541,63848
200308,W96-9,4,135,495
200308,W96-9,70,18885,46227
200308,W96-9,81,21526,46708
200308,W96-9,60,289,1204
200309,W96-9,1,212231,504538
200309,W96-9,2,75218,202401
200309,W96-9,3,24652,63741
200309,W96-9,4,26,88
200309,W96-9,70,5367,12466
200309,W96-9,81,16782,40961
200309,W96-9,60,168,811
200310,W96-9,1,220890,501933
200310,W96-9,2,71998,180555
200310,W96-9,3,16426,42319
200310,W96-9,4,131,479
200310,W96-9,70,1562,3086
200310,W96-9,81,16371,43199
200310,W96-9,60,197,1070
200311,W96-9,1,188876,403386
200311,W96-9,2,54037,131330
200311,W96-9,3,10872,27138
200311,W96-9,4,116,408
200311,W96-9,70,634,1142
200311,W96-9,81,11215,27047
200311,W96-9,60,114,622
200312,W96-9,1,211793,488643
200312,W96-9,2,61899,148413
200312,W96-9,3,14429,33279
200312,W96-9,4,123,520
200312,W96-9,70,2097,4066
200312,W96-9,81,12648,27558
200312,W96-9,60,125,778
200401,W96-9,1,127180,291442
200401,W96-9,2,36288,89873
200401,W96-9,3,7940,18872
200401,W96-9,4,59,226
200401,W96-9,70,922,2820
200401,W96-9,81,8258,17743
200401,W96-9,60,113,594
200402,W96-9,1,122408,275068
200402,W96-9,2,36298,86763
200402,W96-9,3,8381,19528
200402,W96-9,4,78,249
200402,W96-9,81,9102,21303
200402,W96-9,60,59,619
200403,W96-9,1,177812,415789
200403,W96-9,2,59226,148449
200403,W96-9,3,11733,28111
200403,W96-9,4,79,261
200403,W96-9,70,359,716
200403,W96-9,81,13465,33347
200403,W96-9,60,109,808
200404,W96-9,1,190546,451224
200404,W96-9,2,67039,168980
200404,W96-9,3,15493,37903
200404,W96-9,4,134,456
200404,W96-9,70,3739,8157
200404,W96-9,81,19781,43302
200404,W96-9,60,225,1376
200405,W96-9,1,220317,526588
200405,W96-9,2,71527,187041
200405,W96-9,3,18123,45745
200405,W96-9,4,132,489
200405,W96-9,70,4513,10264
200405,W96-9,81,17743,43898
200405,W96-9,60,265,2028
200406,W96-9,1,225003,522114
200406,W96-9,2,71673,173331
200406,W96-9,3,18440,44939
200406,W96-9,4,105,727
200406,W96-9,70,6614,15483
200406,W96-9,81,19515,45025
200406,W96-9,60,204,1245
200407,W96-9,1,220505,530571
200407,W96-9,2,67328,166116
200407,W96-9,3,23830,61405
200407,W96-9,4,139,556
200407,W96-9,70,13811,31177
200407,W96-9,81,22656,47051
200407,W96-9,60,176,1312
200408,W96-9,1,230776,563992
200408,W96-9,2,79230,201071
200408,W96-9,3,26873,64255
200408,W96-9,4,134,565
200408,W96-9,70,19690,48802
200408,W96-9,81,22458,44791
200408,W96-9,60,209,1447
200409,W96-9,1,221219,525783
200409,W96-9,2,80698,202766
200409,W96-9,3,21596,57188
200409,W96-9,4,150,519
200409,W96-9,70,4409,9797
200409,W96-9,81,16272,39440
200409,W96-9,60,166,1195
200410,W96-9,1,212942,505402
200410,W96-9,2,69498,173359
200410,W96-9,3,16687,39640
200410,W96-9,4,134,583
200410,W96-9,70,2014,3602
200410,W96-9,81,16922,40882
200410,W96-9,60,128,1014
200411,W96-9,1,181547,400511
200411,W96-9,2,53677,129928
200411,W96-9,3,12898,30446
200411,W96-9,4,100,272
200411,W96-9,70,684,1275
200411,W96-9,81,11941,27236
200411,W96-9,60,75,851
200412,W96-9,1,206384,481175
200412,W96-9,2,61873,147043
200412,W96-9,3,13166,30485
200412,W96-9,4,142,653
200412,W96-9,70,2772,4775
200412,W96-9,81,13878,28875
200412,W96-9,60,127,840
200501,W96-9,1,132617,312815
200501,W96-9,2,38168,97605
200501,W96-9,3,8558,19167
200501,W96-9,4,120,447
200501,W96-9,70,1516,3514
200501,W96-9,81,8587,18980
200501,W96-9,60,98,644
200502,W96-9,1,130336,280891
200502,W96-9,2,35489,84364
200502,W96-9,3,7793,17368
200502,W96-9,4,55,385
200502,W96-9,81,8586,20070
200502,W96-9,60,39,393
200503,W96-9,1,182668,439797
200503,W96-9,2,59045,151853
200503,W96-9,3,11843,28755
200503,W96-9,4,130,581
200503,W96-9,70,1880,3741
200503,W96-9,81,15803,36566
200503,W96-9,60,92,635
200504,W96-9,1,195721,449147
200504,W96-9,2,62487,158342
200504,W96-9,3,14773,38183
200504,W96-9,4,67,251
200504,W96-9,70,1640,3210
200504,W96-9,81,16888,39017
200504,W96-9,60,132,758
200505,W96-9,1,219910,553967
200505,W96-9,2,73744,193307
200505,W96-9,3,16853,41504
200505,W96-9,4,146,762
200505,W96-9,70,7811,11397
200505,W96-9,81,19700,43076
200505,W96-9,60,217,1497
200506,W96-9,1,221254,524085
200506,W96-9,2,74886,183826
200506,W96-9,3,16413,38413
200506,W96-9,4,101,536
200506,W96-9,70,8273,12857
200506,W96-9,81,19867,43101
200506,W96-9,60,125,747
200507,W96-9,1,219209,544538
200507,W96-9,2,74632,189435
200507,W96-9,3,21635,55994
200507,W96-9,4,94,560
200507,W96-9,70,13905,26255
200507,W96-9,81,22869,43480
200507,W96-9,60,208,981
200508,W96-9,1,236603,600709
200508,W96-9,2,93651,227267
200508,W96-9,3,24109,58356
200508,W96-9,4,119,581
200508,W96-9,70,20281,42340
200508,W96-9,81,22217,42170
200508,W96-9,60,165,870
200509,W96-9,1,239925,564760
200509,W96-9,2,85729,210888
200509,W96-9,3,21878,57917
200509,W96-9,4,159,721
200509,W96-9,70,4134,7549
200509,W96-9,81,17630,40359
200509,W96-9,60,129,729
200510,W96-9,1,234526,547508
200510,W96-9,2,75254,188302
200510,W96-9,3,15109,37099
200510,W96-9,4,63,341
200510,W96-9,70,2461,4386
200510,W96-9,81,16889,39755
200510,W96-9,60,142,672
200511,W96-9,1,192305,421126
200511,W96-9,2,59160,136618
200511,W96-9,3,10071,23291
200511,W96-9,4,75,442
200511,W96-9,70,627,1116
200511,W96-9,81,11596,25472
200511,W96-9,60,62,431
200512,W96-9,1,221930,524652
200512,W96-9,2,71229,169579
200512,W96-9,3,13281,30632
200512,W96-9,4,50,226
200512,W96-9,70,1910,3219
200512,W96-9,81,14417,29256
200512,W96-9,60,160,913
200601,W96-9,1,141887,341759
200601,W96-9,2,41545,100767
200601,W96-9,3,8365,19672
200601,W96-9,4,56,300
200601,W96-9,70,1306,9801
200601,W96-9,81,8429,18531
200601,W96-9,60,49,338
200602,W96-9,1,139811,307698
200602,W96-9,2,42473,99222
200602,W96-9,3,8031,18303
200602,W96-9,4,45,177
200602,W96-9,81,10201,22802
200602,W96-9,60,40,392
200603,W96-9,1,198616,459150
200603,W96-9,2,63517,161084
200603,W96-9,3,11886,27913
200603,W96-9,4,45,194
200603,W96-9,70,78,291
200603,W96-9,81,15153,33732
200603,W96-9,60,81,596
200604,W96-9,1,210295,526718
200604,W96-9,2,76089,213980
200604,W96-9,3,16551,42518
200604,W96-9,4,69,432
200604,W96-9,81,20336,43671
200604,W96-9,60,97,672
200605,W96-9,1,242361,569217
200605,W96-9,2,88018,221931
200605,W96-9,3,16994,43673
200605,W96-9,4,30,362
200605,W96-9,70,2595,8542
200605,W96-9,81,19373,43469
200605,W96-9,60,144,968
200606,W96-9,1,230450,546106
200606,W96-9,2,87517,214335
200606,W96-9,3,17513,41271
200606,W96-9,4,59,332
200606,W96-9,70,5348,15274
200606,W96-9,81,21651,45513
200606,W96-9,60,84,478
200607,W96-9,1,236295,574822
200607,W96-9,2,84183,214128
200607,W96-9,3,22977,60129
200607,W96-9,4,79,340
200607,W96-9,70,9916,26368
200607,W96-9,81,24558,46863
200607,W96-9,60,75,683
200608,W96-9,1,246398,612913
200608,W96-9,2,102458,252396
200608,W96-9,3,25302,60585
200608,W96-9,4,78,459
200608,W96-9,70,13053,37138
200608,W96-9,81,23312,44343
200608,W96-9,60,77,839
200609,W96-9,1,241648,561354
200609,W96-9,2,94224,231220
200609,W96-9,3,22181,57577
200609,W96-9,4,48,176
200609,W96-9,70,3844,11651
200609,W96-9,81,17753,40765
200609,W96-9,60,97,678
200610,W96-9,1,230423,552751
200610,W96-9,2,90353,223293
200610,W96-9,3,14821,36413
200610,W96-9,4,49,357
200610,W96-9,70,1502,5227
200610,W96-9,81,17834,40465
200610,W96-9,60,27,289
200611,W96-9,1,209712,430447
200611,W96-9,2,65578,149351
200611,W96-9,3,10483,24541
200611,W96-9,4,54,365
200611,W96-9,70,417,2410
200611,W96-9,81,12856,28865
200611,W96-9,60,16,259
200612,W96-9,1,244984,552092
200612,W96-9,2,83041,195180
200612,W96-9,3,13023,29973
200612,W96-9,4,69,330
200612,W96-9,70,2014,6479
200612,W96-9,81,15812,31864
200612,W96-9,60,58,443
200701,W96-9,1,146581,328417
200701,W96-9,2,47344,112454
200701,W96-9,3,7995,18251
200701,W96-9,4,45,210
200701,W96-9,70,436,2989
200701,W96-9,81,9522,20696
200701,W96-9,60,24,261
200702,W96-9,1,142247,301554
200702,W96-9,2,44285,104056
200702,W96-9,3,8331,19280
200702,W96-9,4,1,32
200702,W96-9,81,11571,24549
200702,W96-9,60,24,360
200703,W96-9,1,205223,450810
200703,W96-9,2,70892,173581
200703,W96-9,3,16249,36886
200703,W96-9,4,49,272
200703,W96-9,70,388,1268
200703,W96-9,81,17235,38577
200703,W96-9,60,25,245
200704,W96-9,1,218506,503974
200704,W96-9,2,85157,216914
200704,W96-9,3,19969,47601
200704,W96-9,4,91,556
200704,W96-9,70,2121,7760
200704,W96-9,81,19878,45194
200704,W96-9,60,56,414
200705,W96-9,1,243288,548452
200705,W96-9,2,92902,232042
200705,W96-9,3,21525,50514
200705,W96-9,4,95,479
200705,W96-9,70,3314,11722
200705,W96-9,81,20797,46825
200705,W96-9,60,53,578
200706,W96-9,1,245339,522379
200706,W96-9,2,91662,217148
200706,W96-9,3,21089,48967
200706,W96-9,4,71,324
200706,W96-9,70,6059,17949
200706,W96-9,81,21990,47151
200706,W96-9,60,58,477
200707,W96-9,1,243812,563184
200707,W96-9,2,95655,231646
200707,W96-9,3,29425,68426
200707,W96-9,4,95,487
200707,W96-9,70,11172,31811
200707,W96-9,81,25921,50324
200707,W96-9,60,62,590
200708,W96-9,1,268771,636865
200708,W96-9,2,108055,262966
200708,W96-9,3,35024,78301
200708,W96-9,4,100,529
200708,W96-9,70,15489,46697
200708,W96-9,81,25620,49517
200708,W96-9,60,84,486
200709,W96-9,1,251318,567238
200709,W96-9,2,96657,245602
200709,W96-9,3,31260,80145
200709,W96-9,4,116,460
200709,W96-9,70,3790,11812
200709,W96-9,81,19277,41717
200709,W96-9,60,62,552
200710,W96-9,1,246984,544832
200710,W96-9,2,91270,218058
200710,W96-9,3,22834,54269
200710,W96-9,4,98,450
200710,W96-9,70,1464,6293
200710,W96-9,81,19391,45501
200710,W96-9,60,30,336
200711,W96-9,1,241249,483845
200711,W96-9,2,76916,172835
200711,W96-9,3,17795,38241
200711,W96-9,4,91,327
200711,W96-9,70,684,3119
200711,W96-9,81,15325,33342
200711,W96-9,60,46,483
200712,W96-9,1,261252,587430
200712,W96-9,2,88422,206715
200712,W96-9,3,19685,44154
200712,W96-9,4,85,321
200712,W96-9,70,1403,6602
200712,W96-9,81,17525,35591
200712,W96-9,60,112,914
200801,W96-9,1,173646,376942
200801,W96-9,2,54419,123798
200801,W96-9,3,13412,28997
200801,W96-9,4,40,165
200801,W96-9,70,323,2786
200801,W96-9,81,12606,27807
200801,W96-9,60,56,541
200802,W96-9,1,170787,347748
200802,W96-9,2,58730,129990
200802,W96-9,3,13718,28876
200802,W96-9,4,21,138
200802,W96-9,81,13070,27739
200802,W96-9,60,18,451
200803,W96-9,1,217568,495635
200803,W96-9,2,83801,209178
200803,W96-9,3,20827,45186
200803,W96-9,4,69,243
200803,W96-9,70,768,3467
200803,W96-9,81,18925,40074
200803,W96-9,60,51,744
200804,W96-9,1,237106,507106
200804,W96-9,2,92432,219891
200804,W96-9,3,23477,52917
200804,W96-9,4,88,341
200804,W96-9,70,1852,6247
200804,W96-9,81,21512,45842
200804,W96-9,60,50,563
200805,W96-9,1,269817,608278
200805,W96-9,2,106360,263970
200805,W96-9,3,29165,65522
200805,W96-9,4,108,318
200805,W96-9,70,4533,15393
200805,W96-9,81,23783,51197
200805,W96-9,60,154,988
200806,W96-9,1,241160,500335
200806,W96-9,2,95454,218618
200806,W96-9,3,32148,65496
200806,W96-9,4,114,395
200806,W96-9,70,14558,30511
200806,W96-9,81,24009,52501
200806,W96-9,60,124,1091
200807,W96-9,1,258929,589233
200807,W96-9,2,107614,253924
200807,W96-9,3,36648,82534
200807,W96-9,4,151,605
200807,W96-9,70,11637,32428
200807,W96-9,81,28848,56346
200807,W96-9,60,112,867
200808,W96-9,1,260441,617678
200808,W96-9,2,113956,271775
200808,W96-9,3,39136,85763
200808,W96-9,4,100,361
200808,W96-9,70,15108,44156
200808,W96-9,81,28511,56441
200808,W96-9,60,181,741
200809,W96-9,1,272776,576208
200809,W96-9,2,111567,270199
200809,W96-9,3,36946,84911
200809,W96-9,4,84,519
200809,W96-9,70,4467,12833
200809,W96-9,81,21492,47721
200809,W96-9,60,65,763
200810,W96-9,1,268869,571603
200810,W96-9,2,101652,243471
200810,W96-9,3,28174,63785
200810,W96-9,4,88,355
200810,W96-9,70,1608,6231
200810,W96-9,81,21050,46669
200810,W96-9,60,65,721
200811,W96-9,1,231419,469954
200811,W96-9,2,78685,175067
200811,W96-9,3,22076,45667
200811,W96-9,4,42,197
200811,W96-9,70,414,2851
200811,W96-9,81,17178,37817
200811,W96-9,60,37,379
200812,W96-9,1,261743,571899
200812,W96-9,2,94328,211749
200812,W96-9,3,26788,55394
200812,W96-9,4,73,331
200812,W96-9,70,1653,7111
200812,W96-9,81,18305,36667
200812,W96-9,60,85,523
200901,W96-9,1,162457,354651
200901,W96-9,2,58297,134476
200901,W96-9,3,17761,35993
200901,W96-9,4,37,291
200901,W96-9,70,556,3989
200901,W96-9,81,11661,24818
200901,W96-9,60,51,455
200902,W96-9,1,144135,295779
200902,W96-9,2,55904,125735
200902,W96-9,3,15089,31778
200902,W96-9,4,29,223
200902,W96-9,81,12881,30892
200902,W96-9,60,27,404
200903,W96-9,1,191582,401444
200903,W96-9,2,79592,184543
200903,W96-9,3,21199,46850
200903,W96-9,4,58,282
200903,W96-9,70,285,2461
200903,W96-9,81,16242,38161
200903,W96-9,60,58,626
200904,W96-9,1,211139,459489
200904,W96-9,2,94351,223456
200904,W96-9,3,26254,59801
200904,W96-9,4,84,467
200904,W96-9,70,2700,11132
200904,W96-9,81,22063,50961
200904,W96-9,60,132,895
200905,W96-9,1,238270,536712
200905,W96-9,2,106513,252976
200905,W96-9,3,27597,61314
200905,W96-9,4,82,394
200905,W96-9,70,3518,11884
200905,W96-9,81,22924,52610
